Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Callee","std::basic_istream<char,struct std::char_traits<char> >::_Sentry_base::_Sentry_base(class std::basic_istream<char,struct std::char_traits<char> > &)","std::basic_ios<char,struct std::char_traits<char> >::rdbuf(void)const ",2,2,0.01,0.01,
"Callee","std::basic_istream<char,struct std::char_traits<char> >::_Sentry_base::_Sentry_base(class std::basic_istream<char,struct std::char_traits<char> > &)","std::basic_streambuf<char,struct std::char_traits<char> >::_Lock(void)",3,3,0.01,0.01,
"Root","std::basic_istream<char,struct std::char_traits<char> >::_Sentry_base::~_Sentry_base(void)","std::basic_istream<char,struct std::char_traits<char> >::_Sentry_base::~_Sentry_base(void)",9,6,0.03,0.02,
"Caller","std::basic_istream<char,struct std::char_traits<char> >::_Sentry_base::~_Sentry_base(void)","std::basic_istream<char,struct std::char_traits<char> >::sentry::~sentry(void)",9,6,0.03,0.02,
"Callee","std::basic_istream<char,struct std::char_traits<char> >::_Sentry_base::~_Sentry_base(void)","std::basic_ios<char,struct std::char_traits<char> >::rdbuf(void)const ",1,1,0.00,0.00,
"Callee","std::basic_istream<char,struct std::char_traits<char> >::_Sentry_base::~_Sentry_base(void)","std::basic_streambuf<char,struct std::char_traits<char> >::_Unlock(void)",2,0,0.01,0.00,
"Root","std::basic_istream<char,struct std::char_traits<char> >::sentry::~sentry(void)","std::basic_istream<char,struct std::char_traits<char> >::sentry::~sentry(void)",12,3,0.04,0.01,
"Caller","std::basic_istream<char,struct std::char_traits<char> >::sentry::~sentry(void)","std::getline<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_istream<char,struct std::char_traits<char> > &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &,char)",12,3,0.04,0.01,
"Callee","std::basic_istream<char,struct std::char_traits<char> >::sentry::~sentry(void)","std::basic_istream<char,struct std::char_traits<char> >::_Sentry_base::~_Sentry_base(void)",9,6,0.03,0.02,
"Root","std::basic_istream<char,struct std::char_traits<char> >::sentry::operator bool(void)const ","std::basic_istream<char,struct std::char_traits<char> >::sentry::operator bool(void)const ",2,2,0.01,0.01,
"Caller","std::basic_istream<char,struct std::char_traits<char> >::sentry::operator bool(void)const ","std::getline<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_istream<char,struct std::char_traits<char> > &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &,char)",2,2,0.01,0.01,
"Root","std::basic_istream<char,struct std::char_traits<char> >::sentry::sentry(class std::basic_istream<char,struct std::char_traits<char> > &,bool)","std::basic_istream<char,struct std::char_traits<char> >::sentry::sentry(class std::basic_istream<char,struct std::char_traits<char> > &,bool)",24,5,0.08,0.02,
"Caller","std::basic_istream<char,struct std::char_traits<char> >::sentry::sentry(class std::basic_istream<char,struct std::char_traits<char> > &,bool)","std::getline<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_istream<char,struct std::char_traits<char> > &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &,char)",24,5,0.08,0.02,
"Callee","std::basic_istream<char,struct std::char_traits<char> >::sentry::sentry(class std::basic_istream<char,struct std::char_traits<char> > &,bool)","std::basic_istream<char,struct std::char_traits<char> >::_Ipfx(bool)",12,6,0.04,0.02,
"Callee","std::basic_istream<char,struct std::char_traits<char> >::sentry::sentry(class std::basic_istream<char,struct std::char_traits<char> > &,bool)","std::basic_istream<char,struct std::char_traits<char> >::_Sentry_base::_Sentry_base(class std::basic_istream<char,struct std::char_traits<char> > &)",7,2,0.02,0.01,
"Root","std::basic_streambuf<char,struct std::char_traits<char> >::_Gnavail(void)const ","std::basic_streambuf<char,struct std::char_traits<char> >::_Gnavail(void)const ",27,27,0.09,0.09,
"Caller","std::basic_streambuf<char,struct std::char_traits<char> >::_Gnavail(void)const ","std::basic_streambuf<char,struct std::char_traits<char> >::sbumpc(void)",2,2,0.01,0.01,
"Caller","std::basic_streambuf<char,struct std::char_traits<char> >::_Gnavail(void)const ","std::basic_streambuf<char,struct std::char_traits<char> >::snextc(void)",25,25,0.08,0.08,
"Root","std::basic_streambuf<char,struct std::char_traits<char> >::_Gninc(void)","std::basic_streambuf<char,struct std::char_traits<char> >::_Gninc(void)",1,1,0.00,0.00,
"Caller","std::basic_streambuf<char,struct std::char_traits<char> >::_Gninc(void)","std::basic_streambuf<char,struct std::char_traits<char> >::sbumpc(void)",1,1,0.00,0.00,
"Root","std::basic_streambuf<char,struct std::char_traits<char> >::_Gnpreinc(void)","std::basic_streambuf<char,struct std::char_traits<char> >::_Gnpreinc(void)",60,60,0.19,0.19,
"Caller","std::basic_streambuf<char,struct std::char_traits<char> >::_Gnpreinc(void)","std::basic_streambuf<char,struct std::char_traits<char> >::snextc(void)",60,60,0.19,0.19,
"Root","std::basic_streambuf<char,struct std::char_traits<char> >::_Lock(void)","std::basic_streambuf<char,struct std::char_traits<char> >::_Lock(void)",3,3,0.01,0.01,
"Caller","std::basic_streambuf<char,struct std::char_traits<char> >::_Lock(void)","std::basic_istream<char,struct std::char_traits<char> >::_Sentry_base::_Sentry_base(class std::basic_istream<char,struct std::char_traits<char> > &)",3,3,0.01,0.01,
"Root","std::basic_streambuf<char,struct std::char_traits<char> >::_Unlock(void)","std::basic_streambuf<char,struct std::char_traits<char> >::_Unlock(void)",2,0,0.01,0.00,
"Caller","std::basic_streambuf<char,struct std::char_traits<char> >::_Unlock(void)","std::basic_istream<char,struct std::char_traits<char> >::_Sentry_base::~_Sentry_base(void)",2,0,0.01,0.00,
"Callee","std::basic_streambuf<char,struct std::char_traits<char> >::_Unlock(void)","std::_Mutex::_Unlock(void)",2,1,0.01,0.00,
"Root","std::basic_streambuf<char,struct std::char_traits<char> >::gptr(void)const ","std::basic_streambuf<char,struct std::char_traits<char> >::gptr(void)const ",1,1,0.00,0.00,
"Caller","std::basic_streambuf<char,struct std::char_traits<char> >::gptr(void)const ","std::basic_streambuf<char,struct std::char_traits<char> >::sgetc(void)",1,1,0.00,0.00,
"Root","std::basic_streambuf<char,struct std::char_traits<char> >::sbumpc(void)","std::basic_streambuf<char,struct std::char_traits<char> >::sbumpc(void)",4,1,0.01,0.00,
"Caller","std::basic_streambuf<char,struct std::char_traits<char> >::sbumpc(void)","std::getline<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_istream<char,struct std::char_traits<char> > &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &,char)",4,1,0.01,0.00,
"Callee","std::basic_streambuf<char,struct std::char_traits<char> >::sbumpc(void)","std::basic_streambuf<char,struct std::char_traits<char> >::_Gnavail(void)const ",2,2,0.01,0.01,
"Callee","std::basic_streambuf<char,struct std::char_traits<char> >::sbumpc(void)","std::basic_streambuf<char,struct std::char_traits<char> >::_Gninc(void)",1,1,0.00,0.00,
"Root","std::basic_streambuf<char,struct std::char_traits<char> >::sgetc(void)","std::basic_streambuf<char,struct std::char_traits<char> >::sgetc(void)",27,2,0.09,0.01,
"Caller","std::basic_streambuf<char,struct std::char_traits<char> >::sgetc(void)","std::basic_streambuf<char,struct std::char_traits<char> >::snextc(void)",22,0,0.07,0.00,
"Caller","std::basic_streambuf<char,struct std::char_traits<char> >::sgetc(void)","std::getline<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_istream<char,struct std::char_traits<char> > &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &,char)",5,2,0.02,0.01,
"Callee","std::basic_streambuf<char,struct std::char_traits<char> >::sgetc(void)","[PushRelabel.exe]",1,1,0.00,0.00,
"Callee","std::basic_streambuf<char,struct std::char_traits<char> >::sgetc(void)","std::basic_filebuf<char,struct std::char_traits<char> >::underflow(void)",22,0,0.07,0.00,
"Callee","std::basic_streambuf<char,struct std::char_traits<char> >::sgetc(void)","std::basic_streambuf<char,struct std::char_traits<char> >::gptr(void)const ",1,1,0.00,0.00,
"Callee","std::basic_streambuf<char,struct std::char_traits<char> >::sgetc(void)","std::char_traits<char>::to_int_type(char const &)",1,1,0.00,0.00,
"Root","std::basic_streambuf<char,struct std::char_traits<char> >::snextc(void)","std::basic_streambuf<char,struct std::char_traits<char> >::snextc(void)",138,18,0.44,0.06,
"Caller","std::basic_streambuf<char,struct std::char_traits<char> >::snextc(void)","std::getline<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_istream<char,struct std::char_traits<char> > &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &,char)",138,18,0.44,0.06,
"Callee","std::basic_streambuf<char,struct std::char_traits<char> >::snextc(void)","[PushRelabel.exe]",5,5,0.02,0.02,
"Callee","std::basic_streambuf<char,struct std::char_traits<char> >::snextc(void)","std::basic_streambuf<char,struct std::char_traits<char> >::_Gnavail(void)const ",25,25,0.08,0.08,
"Callee","std::basic_streambuf<char,struct std::char_traits<char> >::snextc(void)","std::basic_streambuf<char,struct std::char_traits<char> >::_Gnpreinc(void)",60,60,0.19,0.19,
"Callee","std::basic_streambuf<char,struct std::char_traits<char> >::snextc(void)","std::basic_streambuf<char,struct std::char_traits<char> >::sgetc(void)",22,0,0.07,0.00,
"Callee","std::basic_streambuf<char,struct std::char_traits<char> >::snextc(void)","std::char_traits<char>::to_int_type(char const &)",8,8,0.03,0.03,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Chassign(unsigned int,unsigned int,char)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Chassign(unsigned int,unsigned int,char)",51,11,0.16,0.03,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Chassign(unsigned int,unsigned int,char)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(unsigned int,char)",51,11,0.16,0.03,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Chassign(unsigned int,unsigned int,char)","[PushRelabel.exe]",2,2,0.01,0.01,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Chassign(unsigned int,unsigned int,char)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)",25,25,0.08,0.08,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Chassign(unsigned int,unsigned int,char)","std::char_traits<char>::assign(char &,char const &)",13,13,0.04,0.04,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)",85,31,0.27,0.10,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Tidy(bool,unsigned int)",19,6,0.06,0.02,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(unsigned int,char)",55,20,0.17,0.06,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)",4,1,0.01,0.00,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::erase(unsigned int,unsigned int)",7,4,0.02,0.01,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)","[PushRelabel.exe]",3,3,0.01,0.01,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)",39,39,0.12,0.12,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)","std::char_traits<char>::assign(char &,char const &)",12,12,0.04,0.04,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Grow(unsigned int,bool)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Grow(unsigned int,bool)",76,28,0.24,0.09,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Grow(unsigned int,bool)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(unsigned int,char)",60,24,0.19,0.08,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Grow(unsigned int,bool)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)",16,4,0.05,0.01,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Grow(unsigned int,bool)","[PushRelabel.exe]",3,3,0.01,0.01,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Grow(unsigned int,bool)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::max_size(void)const ",45,17,0.14,0.05,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)",70,70,0.22,0.22,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Chassign(unsigned int,unsigned int,char)",25,25,0.08,0.08,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)",39,39,0.12,0.12,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)",2,2,0.01,0.01,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::at(unsigned int)",2,2,0.01,0.01,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::erase(unsigned int,unsigned int)",2,2,0.01,0.01,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)const ","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)const ",27,27,0.09,0.09,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)const ","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)",6,6,0.02,0.02,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)const ","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::c_str(void)const ",4,4,0.01,0.01,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)const ","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::find_first_of(char const *,unsigned int,unsigned int)const ",17,17,0.05,0.05,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Tidy(bool,unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Tidy(bool,unsigned int)",27,7,0.09,0.02,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Tidy(bool,unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::~basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(void)",14,4,0.04,0.01,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Tidy(bool,unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int,class std::allocator<char> const &)",13,3,0.04,0.01,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Tidy(bool,unsigned int)","[PushRelabel.exe]",1,1,0.00,0.00,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Tidy(bool,unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)",19,6,0.06,0.02,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::~basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(void)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::~basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(void)",74,5,0.23,0.02,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::~basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(void)","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)",74,5,0.23,0.02,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::~basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(void)","std::_String_val<char,class std::allocator<char> >::~_String_val<char,class std::allocator<char> >(void)",55,13,0.17,0.04,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::~basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(void)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Tidy(bool,unsigned int)",14,4,0.04,0.01,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(unsigned int,char)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(unsigned int,char)",235,64,0.74,0.20,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(unsigned int,char)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::operator+=(char)",235,64,0.74,0.20,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(unsigned int,char)","[PushRelabel.exe]",5,5,0.02,0.02,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(unsigned int,char)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Chassign(unsigned int,unsigned int,char)",51,11,0.16,0.03,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(unsigned int,char)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)",55,20,0.17,0.06,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(unsigned int,char)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Grow(unsigned int,bool)",60,24,0.19,0.08,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)",64,12,0.20,0.04,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",1,0,0.00,0.00,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int,class std::allocator<char> const &)",63,12,0.20,0.04,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","[PushRelabel.exe]",2,2,0.01,0.01,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","std::_Traits_helper::copy_s<struct std::char_traits<char> >(char *,unsigned int,char const *,unsigned int)",15,4,0.05,0.01,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int)",4,1,0.01,0.00,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Grow(unsigned int,bool)",16,4,0.05,0.01,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)",2,2,0.01,0.01,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)const ",6,6,0.02,0.02,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::size(void)const ",7,7,0.02,0.02,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::at(unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::at(unsigned int)",3,1,0.01,0.00,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::at(unsigned int)","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)",3,1,0.01,0.00,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::at(unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)",2,2,0.01,0.01,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",1,0,0.00,0.00,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","Graph::Graph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)",1,0,0.00,0.00,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)",1,0,0.00,0.00,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int,class std::allocator<char> const &)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int,class std::allocator<char> const &)",100,8,0.32,0.03,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int,class std::allocator<char> const &)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::substr(unsigned int,unsigned int)const ",100,8,0.32,0.03,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int,class std::allocator<char> const &)","[PushRelabel.exe]",1,1,0.00,0.00,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int,class std::allocator<char> const &)","std::_String_val<char,class std::allocator<char> >::_String_val<char,class std::allocator<char> >(class std::allocator<char>)",13,3,0.04,0.01,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int,class std::allocator<char> const &)","std::allocator<char>::allocator<char>(class std::allocator<char> const &)",2,2,0.01,0.01,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int,class std::allocator<char> const &)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Tidy(bool,unsigned int)",13,3,0.04,0.01,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int,class std::allocator<char> const &)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int)",63,12,0.20,0.04,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::c_str(void)const ","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::c_str(void)const ",7,3,0.02,0.01,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::c_str(void)const ","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)",7,3,0.02,0.01,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::c_str(void)const ","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Myptr(void)const ",4,4,0.01,0.01,
"Root","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::erase(unsigned int,unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::erase(unsigned int,unsigned int)",22,8,0.07,0.03,
"Caller","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::erase(unsigned int,unsigned int)","std::getline<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_istream<char,struct std::char_traits<char> > &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &,char)",22,8,0.07,0.03,
"Callee","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::erase(unsigned int,unsigned int)","std::_Traits_helper::move_s<struct std::char_traits<char> >(char *,unsigned int,char const *,unsigned int)",5,2,0.02,0.01,
