Function Name,Exclusive Samples,Exclusive Samples %,Source Line Begin,Source Character Begin,Source Line End,Source Character End,
"std::locale::_Getfacet(unsigned int)const ",1,0.00,414,0,414,0,
"std::locale::~locale(void)",1,0.00,390,0,390,0,
"std::locale::~locale(void)",2,0.01,393,0,393,0,
"std::locale::facet::_Decref(void)",1,0.00,131,0,131,0,
"std::locale::facet::_Incref(void)",3,0.01,117,0,117,0,
"std::locale::facet::_Incref(void)",1,0.00,120,0,120,0,
"std::min<int>(int const &,int const &)",4,0.01,"3,372",0,"3,372",0,
"std::min<int>(int const &,int const &)",9,0.03,"3,373",0,"3,373",0,
"std::min<int>(int const &,int const &)",7,0.02,"3,374",0,"3,374",0,
"std::queue<int,class std::deque<int,class std::allocator<int> > >::empty(void)const ",58,0.18,40,0,40,0,
"std::queue<int,class std::deque<int,class std::allocator<int> > >::empty(void)const ",37,0.12,41,0,41,0,
"std::queue<int,class std::deque<int,class std::allocator<int> > >::empty(void)const ",65,0.21,42,0,42,0,
"std::queue<int,class std::deque<int,class std::allocator<int> > >::front(void)",25,0.08,50,0,50,0,
"std::queue<int,class std::deque<int,class std::allocator<int> > >::front(void)",59,0.19,51,0,51,0,
"std::queue<int,class std::deque<int,class std::allocator<int> > >::front(void)",163,0.51,52,0,52,0,
"std::queue<int,class std::deque<int,class std::allocator<int> > >::pop(void)",54,0.17,75,0,75,0,
"std::queue<int,class std::deque<int,class std::allocator<int> > >::pop(void)",44,0.14,76,0,76,0,
"std::queue<int,class std::deque<int,class std::allocator<int> > >::pop(void)",77,0.24,77,0,77,0,
"std::queue<int,class std::deque<int,class std::allocator<int> > >::push(int const &)",17,0.05,70,0,70,0,
"std::queue<int,class std::deque<int,class std::allocator<int> > >::push(int const &)",16,0.05,71,0,71,0,
"std::queue<int,class std::deque<int,class std::allocator<int> > >::push(int const &)",36,0.11,72,0,72,0,
"std::use_facet<class std::ctype<char> >(class std::locale const &)",1,0.00,491,0,491,0,
"strtoxl",1,0.00,80,0,80,0,
"strtoxl",1,0.00,86,0,86,0,
"strtoxl",1,0.00,89,0,89,0,
"strtoxl",3,0.01,94,0,94,0,
"strtoxl",2,0.01,95,0,95,0,
"strtoxl",7,0.02,101,0,101,0,
"strtoxl",8,0.03,149,0,149,0,
"strtoxl",20,0.06,154,0,154,0,
"strtoxl",5,0.02,155,0,155,0,
"strtoxl",4,0.01,156,0,156,0,
"strtoxl",9,0.03,160,0,160,0,
"strtoxl",3,0.01,164,0,164,0,
"strtoxl",3,0.01,173,0,173,0,
"strtoxl",1,0.00,188,0,188,0,
"strtoxl",1,0.00,190,0,190,0,
"strtoxl",1,0.00,213,0,213,0,
